institution,addr,lat,lng
Children Hospital 2,"8200 Dodge St, Omaha, NE 68114, USA",41.26031500000001,-96.0413444
Montr6al,"Montreal, QC, Canada",45.5016889,-73.567256
University of Manchester,"Kilburn Building University of Manchester, Oxford Rd, Manchester M13 9PL, UK",53.4670673,-2.2341808
Peking University Shenzhen Hospital,"1120 Lianhua Rd, Futian Qu, Shenzhen Shi, Guangdong Sheng, China, 518036",22.555867,114.049179
"Hospital Universitario de Bellvitge, L'Hospitalet de Llobregat","Carrer de la Feixa Llarga, s/n, 08907 L'Hospitalet de Llobregat, Barcelona, Spain",41.3448959,2.1042573
University of Massachusetts Medical School Worcester,"55 N Lake Ave, Worcester, MA 01655, USA",42.2777464,-71.76325419999999
Eijkman Institute of Molecular Biology,"Rumah Sakit Cipto Mangunkusumo, Jl. Pangeran Diponegoro No.69, RW.5, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430, Indonesia",-6.1978784,106.8462417
Caen University Hospital Clemenceau,"Avenue Georges Clemenceau, 14033 Caen, France",49.19005019999999,-0.3443813000000001
Army Engineering University,"475 Quality Cir NW, Huntsville, AL 35806, USA",34.7046587,-86.6921088
National Center of Gerontology,"1000 Sunnyside Ave # 3090, Lawrence, KS 66045, USA",38.955552,-95.2468773
National Center for Biotechnology-Spanish National Research Council (CNB-CSIC),"Calle Darwin, 3, 28049 Madrid, Spain",40.5445409,-3.6897842
Brunel University London,"Kingston Ln, London, Uxbridge UB8 3PH, UK",51.5324044,-0.4729931
West Bengal University of Animal and Fishery Sciences,"37 & 68, Kshudiram, Khudiram Bose Sarani, Block C, MIG Housing, Belgachia, Kolkata, West Bengal 700037, India",22.6065264,88.3872166
Universidade Federal do Espírito Santo,"Av. Fernando Ferrari, 514 - Goiabeiras, Vitória - ES, 29075-910, Brazil",-20.2769549,-40.3046767
Qingdao University of Science and Technology,"99 Songling Rd, Laoshan Qu, Qingdao Shi, Shandong Sheng, China",36.119951,120.482157
NYU-Winthrop Hospital,"259 1st St, Mineola, NY 11501, USA",40.7406262,-73.6430525
São Paulo/SP -Brazil. f Diagnostic Imaging Service -Hospital Universitário -Universidade de São Paulo,"São Paulo, State of São Paulo, Brazil",-23.5505199,-46.63330939999999
Baker Heart Research Institute,"75 Commercial Rd, Melbourne VIC 3004, Australia",-37.8457637,144.9833456
université Cadi Ayyad,"Marrakesh, Morocco",31.6639026,-8.000774999999999
Université du Québec à Trois-Rivières; Trois-Rivières,"3351 Boulevard des Forges, Trois-Rivières, QC G8Z 4M3, Canada",46.3472006,-72.57709369999999
Clinica Veterinaria Malpensa,"Via G. Marconi, 27, 21017 Samarate VA, Italy",45.6296093,8.7839527
Quartier Sorge-Batiment Genopode,"UNIL - Chamberonne, 1015 Lausanne, Switzerland",46.524217,6.584707
Oregon Public Health Division,"800 NE Oregon St, Portland, OR 97232, USA",45.528335,-122.657355
Delhi University,"Benito Juarez Marg, South Campus, South Moti Bagh, New Delhi, Delhi 110021, India",28.5842523,77.1638282
National Pingtung University,"No. 1號, Xuefu Road, Neipu Township, Pingtung County, Taiwan 912",22.6433454,120.6098266
Instituto Nacional de Saúde,"Av. Padre Cruz, 1600-407 Lisboa, Portugal",38.7643785,-9.1641535
"SiChuan Nabii Bio-Tech Co., Ltd","Sichuan, China",30.26380319999999,102.8054753
†Curtin University of Technology,"Kent St, Bentley WA 6102, Australia",-32.0061951,115.8944182
University of Utah,"201 Presidents' Cir, Salt Lake City, UT 84112, USA",40.7649368,-111.8421021
I-Shou University,"No. 1號, Section 1, Xuecheng Road, Dashu District, Kaohsiung City, Taiwan 840",22.7271723,120.4058219
AFSSA -Site de Ploufragan,"22440 Ploufragan, France",48.4825945,-2.7879832
South African Police Services Veterinary Hospital,"814 N Hayden Rd, Scottsdale, AZ 85257, USA",33.45658,-111.909491
University of Chicago Hospital,"5841 S Maryland Ave, Chicago, IL 60637, USA",41.7887967,-87.6042591
Akal College of Pharmacy and Technical Education,"Sangrur, Punjab 148001, India",30.2658114,75.77585330000001
MBBM Foundation,"Via Cadore, 20900 Monza MB, Italy",45.6038395,9.2587227
University of Magdeburg,"Universitätspl. 2, 39106 Magdeburg, Germany",52.1397303,11.6473719
Johns Hopkins School of Medicine,"733 N Broadway, Baltimore, MD 21205, USA",39.2992161,-76.5933799
Hebei North University,"11 Zuanshi S Rd, Qiaodong Qu, Zhangjiakou Shi, Hebei Sheng, China",40.7698743,114.8786903
Clinique Saint-Bernard,"1629 Rue Saint Georges, Saint-Bernard, QC G0S 2G0, Canada",46.4996392,-71.1353642
Kurume University School of Medicine,"67 Asahimachi, Kurume, Fukuoka 830-0011, Japan",33.3287206,130.5111838
Winona State University,"175 W Mark St, Winona, MN 55987, USA",44.0473997,-91.6432837
Tohoku University Graduate School of Biomedical Engineering,"Japan, 〒980-0845 Miyagi, Sendai, Aoba-ku, Aramaki, Aoba−6−６−０４",38.25398130000001,140.8414941
Hasselt University,"Martelarenlaan 42, 3500 Hasselt, Belgium",50.9335322,5.342293
Queens College and the Graduate Center of the City University of New York,"365 5th Ave, New York, NY 10016, USA",40.7486485,-73.98400699999999
Avenida Pedro de Alba y Manuel L,"Pedro de Alba S/N, Niños Héroes, Ciudad Universitaria, San Nicolás de los Garza, N.L., Mexico",25.726406,-100.3119038
Neurological Institute,"6130 E 81st St, Tulsa, OK 74137, USA",36.0459648,-95.9056946
University Munich,"Arcisstraße 21, 80333 München, Germany",48.14966,11.5678602
University of Toronto,"27 King's College Cir, Toronto, ON M5S, Canada",43.6628917,-79.39565640000001
ATHENS,"Athens, Greece",37.9838096,23.7275388
PRIST University,"Trichy–Thanjavur Road,, Vallam,, Cafe road, Tamil Nadu 613403, India",10.719499,79.04262899999999
Osnabrück University,"Neuer Graben, 49074 Osnabrück, Germany",52.2711024,8.0447914
Australian Catholic University,"1100 Nudgee Rd, Banyo QLD 4014, Australia",-27.3781196,153.0888676
Nihon Univer-sity,"2 Chome-1 Misakicho, Chiyoda City, Tokyo 101-0061, Japan",35.6997742,139.7555015
Parc Científic de Barcelona,"Carrer de Baldiri Reixac, 10, 08028 Barcelona, Spain",41.38219,2.1180982
[City University,"521 Wall St #100, Seattle, WA 98121, USA",47.617539,-122.3444074
Paris 13 University,"99 Avenue Jean Baptiste Clément, 93430 Villetaneuse, France",48.956333,2.340043
CIT-INIA. Dpto. Proteccidn Vegetal. Crta. La Coruiia,"A Coruña, Spain",43.3623436,-8.4115401
Ludwig-Maximilians-University Munich,"Geschwister-Scholl-Platz 1, 80539 München, Germany",48.1504827,11.5802362
Gwangju University,"277 Hyodeong-ro, Hyodeok-dong, Nam-gu, Kwangju, South Korea",35.1063302,126.8951539
Washington University School of Medicine,"660 S Euclid Ave, St. Louis, MO 63110, USA",38.6351441,-90.26292889999999
IPLESP,"56 Boulevard Vincent Auriol, 75646 Paris, France",48.8349667,2.3674534
University of Maryland Baltimore School of Medicine,"655 W Baltimore St S, Baltimore, MD 21201, USA",39.2889604,-76.625715
University Hassan II of Casablanca,"Casablanca 20000, Morocco",33.5396718,-7.657199
Oragen Technologies,"4401 71st St, Urbandale, IA 50322, USA",41.6404653,-93.71433789999999
University of Colorado -Anschutz Medical Campus,"13001 East 17th Place Mail Stop F413 Room CG001, 13001 E 17th Pl, Aurora, CO 80045, USA",39.743954,-104.8376089
Fujitsu Laboratories Ltd,"1240 E Arques Ave # 345, Sunnyvale, CA 94085, USA",37.379803,-121.9917702
National Institute of Infectious Disease,"National Institute of Infectious Diseases, 1-chōme-23-1 Toyama, Shinjuku City, Tōkyō-to 162-0052, Japan",35.7042974,139.7175462
Wenzhou Medical College,"Ouhai District, Wenzhou, China",27.925146,120.71201
Edith Cowan University,"270 Joondalup Dr, Joondalup WA 6027, Australia",-31.7517667,115.7729824
National Institute of Technology Manipur,"Langol Rd, Lamphelpat, Imphal, Manipur 795004, India",24.8320247,93.91268009999999
Veterinary Laboratories Agency (VLA-Weybridge),"Woodham Ln, Addlestone KT15 3NB, UK",51.3535565,-0.4935499
Guilin University of Electronic Technology,"1 Jinji Rd, Qixing Qu, Guilin Shi, Guangxi Zhuangzuzizhiqu, China, 541004",25.28164,110.337304
Indiana University Libraries,"1320 E 10th St, Bloomington, IN 47405, USA",39.171006,-86.516804
Universités Adresse,"3080 Rue Louis Pasteur, Trois-Rivières, QC G8Z 4E3, Canada",46.3540293,-72.5641322
Roche Diagnostic Corporation,"9115 Hague Rd, Indianapolis, IN 46256, USA",39.9243283,-86.03056430000001
Shikoku Polytechnic College,"3202 Gungechō, Marugame, Kagawa 763-0093, Japan",34.262529,133.810274
De Montfort University,"Gateway House, Leicester LE1 9BH, UK",52.6298007,-1.1396424
University of Kurdistan Hewler,"30M Avenue, Erbil, Iraq",36.182159,44.006144
Children's Hospital Zagreb,"Ul. Vjekoslava Klaića 16, 10000, Zagreb, Croatia",45.809629,15.9644247
Ernst Moritz Arndt University of Greifswald,"Domstraße 11, 17489 Greifswald, Germany",54.0949653,13.374584
Kantonal Hospital St,"2600 6th St SW, Canton, OH 44710, USA",40.7965402,-81.40348879999999
Groote Schuur Hospital and University of Cape Town,"Main Rd, Observatory, Cape Town, 7925, South Africa",-33.9410382,18.4617185
Martini Hospital,"Van Swietenplein 1, 9728 NT Groningen, Netherlands",53.1916514,6.551730099999999
European Community Seventh Framework Program,Europe,54.5259614,15.2551187
Ewha Womans University,"52 Ewhayeodae-gil, Daehyeon-dong, Seodaemun-gu, Seoul, South Korea",37.5597476,126.9455228
CHU Pontchaillou,"2 Rue Henri le Guilloux, 35000 Rennes, France",48.1200595,-1.6950482
The University of British Columbia Centre for Disease Control,"655 W 12th Ave, Vancouver, BC V5Z 4R4, Canada",49.2607137,-123.118172
Hôtel-Dieu de Québec,"11 Côte du Palais, Québec, QC G1R 2J6, Canada",46.8152882,-71.2108399
University of 5,"1885 Lundy Ave, San Jose, CA 95131, USA",37.3931472,-121.8915202
National Institute of Immunology,"3434 Live Oak St, Dallas, TX 75204, USA",32.7930882,-96.783166
Ahmadu Bello University Teaching Hospital (ABUTH),"Zaira Nigeria, Community Market, local 810211, Zaria, Nigeria",11.1511678,7.654591299999999
Dankook University Hospital,"201 Manghyang-ro, Sinan-dong, Dongnam-gu, Cheonan, Chungcheongnam-do, South Korea",36.8419297,127.1726744
Gilead Sciences Inc,"333 Lakeside Dr, Foster City, CA 94404, USA",37.5669611,-122.2816328
NIH Clinical Center,"10 Center Dr, Bethesda, MD 20814, USA",39.0025272,-77.1043789
Gottfries Clinic AB,"Krokslättsgatan 5, 431 37 Mölndal, Sweden",57.67478599999999,12.0076408
Wildlife Health Program,"1089 Veterinary Medicine Dr, Davis, CA 95616, USA",38.5327341,-121.7623445
Institut National de la Recherche Agronomique (INRA),"Gotheron, 26320 Saint-Marcel-lès-Valence, France",44.9772882,4.929927699999999
Broad Institute,"415 Main St, Cambridge, MA 02142, USA",42.3628858,-71.0889581
Iowa City VA Health Care System,"601 US-6 W, Iowa City, IA 52246, USA",41.6636987,-91.547688
University of Pittsburgh Pittsburgh,"5500 Wesley W. Posvar Hall, 230 S Bouquet St, Pittsburgh, PA 15260, USA",40.4417422,-79.953655
University of Minnesota Veterinary Diagnostic Laboratory College of Veterinary Medicine,"1333 Gortner Ave, St Paul, MN 55108, USA",44.9812479,-93.1821607
Medizinische Hochschule,"Carl-Neuberg-Straße 1, 30625 Hannover, Germany",52.3835661,9.804956899999999
Keimyung University Dongsan Hospital,"1035 Dalgubeol-daero, Sindang-dong, Dalseo-gu, Daegu, South Korea",35.8534841,128.4799488
Gung Memorial Hospital at Linkou,"No. 5, Fuxing Street, Guishan District, Taoyuan City, Taiwan 333",25.061085,121.367572
Al-Hussein Bin Talal University,"King Hussien Bin Talal University Str، Ma'an, Jordan",30.2671052,35.6784958
CDC,"1881 Normantown Rd, Plainfield, IL 60544, USA",41.63958,-88.15237309999999
University of Mississippi Medical Center,"2500 N State St, Jackson, MS 39216, USA",32.3299207,-90.1736583
Sheffield Hallam University,"Howard St, Sheffield City Centre, Sheffield S1 1WB, UK",53.3781046,-1.4665227
GD Hospital and Diabetes Institute,"139 A, Lenin Sarani Rd, Bowbazar, Kolkata, West Bengal 700013, India",22.5622837,88.36214149999999
Wistar Institute,"3601 Spruce St, Philadelphia, PA 19104, USA",39.9510598,-75.1958515
Instituto de Ciências Biomédicas,"Av. Benjamín Franklin no. 4650, Zona Pronaf Condominio La Plata, 32310 Cd Juárez, Chih., Mexico",31.746376,-106.4437816
New Technical University of Denmark,"Søltofts Pl., 2800 Kongens Lyngby, Denmark",55.78933,12.5214503
Okayama University Graduate School of Medicine,"1 Chome-1-1 Tsushimanaka, Kita-ku, Okayama, 700-8530, Japan",34.687057,133.9222083
Atara Biotherapeutics,"135 E 57th St 14th floor, New York, NY 10022, USA",40.7613997,-73.96933829999999
CNRS-ESA 6033,"3 Rue Michel Ange, 75016 Paris, France",48.8476037,2.2639934
The University of North Caro-lina Gillings School of Global Public Health,"135 Dauer Dr, Chapel Hill, NC 27599, USA",35.9057803,-79.0540572
Hospital de la Santa Creu i Sant Pau,"Carrer de Sant Quintí, 89, 08041 Barcelona, Spain",41.4136997,2.174314
Hokkaido Prefectural Government,"6 Chome Kita 3 Jonishi, Chuo Ward, Sapporo, Hokkaido 060-8588, Japan",43.0643091,141.3468324
University of Delhi,"Benito Juarez Marg, South Campus, South Moti Bagh, New Delhi, Delhi 110021, India",28.5842523,77.1638282
Phillips University Marburg,"Biegenstraße 10, 35037 Marburg, Germany",50.8106859,8.7741641
Juntendo University Graduate School of Medicine,"2-chōme-1-1 Hongō, Bunkyo City, Tōkyō-to 113-8421, Japan",35.70227819999999,139.7611065
Charite-Universitätsmedizin Berlin,"Charitépl. 1, 10117 Berlin, Germany",52.5264618,13.3766245
Johns Hopkins Medical Institutions,"733 N Broadway, Baltimore, MD 21205, USA",39.2992161,-76.5933799
National Applied Research Laboratories,"106, Taiwan, Taipei City, Da’an District, Section 2, Heping East Road, 106號3 樓",25.0248769,121.5419904
University of Luxembourg,"2, avenue de l'Université, 4365 Esch-sur-Alzette, Luxembourg",49.504254,5.948386
Lehotsky Hall Clemson University,"Jersey Ln, Clemson, SC 29631, USA",34.6739733,-82.8350902
Universidad de La Frontera,"Las Tortugas 783, Playas, Playas Coronado, 22517 Tijuana, B.C., Mexico",32.529539,-117.110406
Los Andes University,"Cra. 1 #18a 12, Bogotá, Cundinamarca, Colombia",4.601458099999999,-74.0661334
"Virology Section, Campus Bio-Medico University","Via Álvaro del Portillo, 21, 00128 Roma RM, Italy",41.768199,12.470148
Nicolaus Copernicus University in Toruń,"Jurija Gagarina 11, 87-100 Toruń, Poland",53.0195187,18.5711994
Jilin University,"2699 Qianjin St, Chaoyang Qu, Changchun Shi, Jilin Sheng, China",43.82572,125.2850161
People's Hospital of Hebei Province,"Heping W Rd, Xinhua Qu, Shijiazhuang Shi, Hebei Sheng, China",38.058414,114.466147
CHU Saint-Etienne,"Avenue Albert Raimond, 42270 Saint-Priest-en-Jarez, France",45.4820275,4.3629634
Rouen University Hospital-Charles Nicolle,"37 Boulevard Gambetta, 76000 Rouen, France",49.4386196,1.1108685
Prince George's Community College,"301 Largo Rd, Largo, MD 20774, USA",38.8870718,-76.8269617
Tai Po,"Tai Po, Hong Kong",22.4423218,114.1655064
Silla University,"South Korea, Busan, Sasang-gu, Gwaebeop-dong, Baegyang-daero 700(chilbaek)be, 140",35.1681655,128.9958715
Universiti Putra,"JALAN UNIVERSITI 1 Serdang, 43400 Seri Kembangan, Selangor, Malaysia",2.99932,101.707939
Belfast City Hospital,"51 Lisburn Rd, Belfast BT9 7AB, UK",54.58782,-5.942200499999999
Ekiti State University Teaching Hospital,"Ado Ekiti, Nigeria",7.642081799999999,5.221529200000001
Medical University of Silesia,"Poniatowskiego 15, 40-055 Katowice, Poland",50.2506482,19.0101533
Princess Margaret Hospital for Children,"Roberts Rd, Subiaco WA 6008, Australia",-31.9462972,115.8365652
Ninghai County First Hospital,"Ninghai County, Ningbo, Zhejiang, China",29.287939,121.429477
Harvard-MIT Division of Health Sciences and Technology,"77 Massachusetts Ave, Cambridge, MA 02139, USA",42.3592444,-71.0931389
Harwell Science and Innovation Campus,"Oxford, Didcot OX11 0RL, UK",51.57842249999999,-1.3116871
Instituto de Salud Carlos III),"Av. de Monforte de Lemos, 5, 28029 Madrid, Spain",40.47548099999999,-3.689995
Kurashiki Central Hospital,"1-chōme-1-1 Miwa, Kurashiki, Okayama 710-8602, Japan",34.602067,133.775086
Indraprastha Apollo Hospital,"Indraprastha Apollo Hospitals, Mathura Rd, Sarita Vihar, New Delhi, Delhi 110076, India",28.5405965,77.2834254
Justus Liebig University Gießen,"Ludwigstraße 23, 35390 Gießen, Germany",50.5804674,8.6771403
Vitalant Research Institute,"270 Masonic Ave, San Francisco, CA 94118, USA",37.7791103,-122.446771
Inje University,"South Korea, Gyeongsangnam-do, Gimhae, Hwalcheon-dong, Inje-ro, 197 KR",35.24863819999999,128.9029461
Chengdu University of Traditional Chinese Medicine,"China, Sichuan Sheng, Chengdu Shi, Wenjiang Qu, 学府路北段",30.687265,103.811834
St Josefs Hospital,"1375 E 19th Ave, Denver, CO 80218, USA",39.7464498,-104.9715971
WIL Research Laboratories,"1407 George Rd, Ashland, OH 44805, USA",40.8570609,-82.2785273
Pohang University of Science and Technology,"77 Cheongam-ro, Hyogok-dong, Nam-gu, Pohang, Gyeongsangbuk-do, South Korea",36.0138857,129.3231836
UPMC Cancer Centers,"5115 Centre Ave, Pittsburgh, PA 15232, USA",40.45537729999999,-79.94245269999999
Third Affiliated Hospital of Guangzhou Medical University,"63 Duobao Rd, Liwan Qu, Guangzhou Shi, Guangdong Sheng, China",23.117044,113.234296
Voksentoppen BKL,"Ullveien 12C, 0791 Oslo, Norway",59.9778533,10.6642022
Universitat de València. Dr. Moliner,"Carrer del Dr. Moliner, 50, 46100 Burjassot, Valencia, Spain",39.5071957,-0.4208064
Centre International de Recherches Médicales de Franceville,"Franceville, Gabon",-1.6161978,13.581993
"Public Health Practice, LLC","2575 Peachtree Rd NE, Atlanta, GA 30305, USA",33.82559,-84.386735
Karnatak University,"Pavate Nagar, Dharwad, Karnataka 580003, India",15.440399,74.9852312
Complejo Hospitalario de Navarra,"Calle de Irunlarrea, 3, 31008 Pamplona, Navarra, Spain",42.8047921,-1.6676527
The Johns Hopkins School of Medicine,"733 N Broadway, Baltimore, MD 21205, USA",39.2992161,-76.5933799
Erasmus MC,"Dijkzigt, 3015 CN Rotterdam, Netherlands",51.9112533,4.470303700000001
Friedrich-Loeffler Institute,"Südufer 10, 17493 Greifswald, Germany",54.1827433,13.3629762
Queen Elizabeth Central Hospital,"Blantyre, Malawi",-15.802993,35.0216061
Vrije Universiteit Brussel,"Boulevard de la Plaine 2, 1050 Ixelles, Belgium",50.8218963,4.3949396
GC University Lahore,"Government College University, Anarkali Bazaar Lahore, Punjab 54000, Pakistan",31.573152,74.3078585
Connexis South Tower,"1 Fusionopolis Way Connexis Tower, Singapore 138632",1.298866,103.7873964
Haramaya University,"East Harerge, Ethiopia",9.408291199999999,42.0345312
Princess Alexandra Hospital,"Hamstel Rd, Harlow CM20 1QX, UK",51.77134299999999,0.08630349999999999
Università di Sassari,"Piazza Università, 21, 07100 Sassari SS, Italy",40.7248938,8.55979
Kyung Hee University college of Medicine,"26 Kyungheedae-ro, Hoegi-dong, Dongdaemun-gu, Seoul, South Korea",37.5961951,127.052544
Tel Aviv Medical Center,"Retsif Herbert Samuel St 46, Tel Aviv-Yafo, 6330303, Israel",32.0720519,34.7645637
Armed Forces Hospital,"1665 Dove Park Rd, Mandeville, LA 70471, USA",30.4124729,-90.0417883
Fukuoka University Hospital,"7-chōme-45-1 Nanakuma, Jōnan-ku, Fukuoka, 814-0180, Japan",33.5477267,130.3597692
Universidade Federal do Rio Grande do Sul (UFRGS),"Av. Paulo Gama, 110 Secretaria de Comunicação Social - 8º andar - Reitoria - Farroupilha, Porto Alegre - RS, 90040-060, Brazil",-30.0332408,-51.2207273
The First Hospital of Jilin 11 University,"Jilin, China",43.1520105,126.4371385
"Jichi Medical University Hospital, shimotsuke","3311-1 Yakushiji, Shimotsuke, Tochigi 329-0431, Japan",36.3992401,139.8603187
Universidade Federal do Rio Grande do Sul -UFRGS,"Av. Paulo Gama, 110 Secretaria de Comunicação Social - 8º andar - Reitoria - Farroupilha, Porto Alegre - RS, 90040-060, Brazil",-30.0332408,-51.2207273
University of Salamanca,"37008 Salamanca, Spain",40.9613376,-5.666925099999999
Universidade Estadual de Santa Cruz (UESC),"Campus Soane Nazaré de Andrade - Rod. Jorge Amado, Km 16 - Salobrinho, Ilhéus - BA, 45662-900, Brazil",-14.7967668,-39.1733824
Ewha Womans University Mokdong Hospital,"911-1 Mok-dong, Yangcheon-gu, Seoul, South Korea",37.5371113,126.8855845
Universidade Federal da Bahia,"Av. Adhemar de Barros, s/nº - Ondina, Salvador - BA, 40170-110, Brazil",-13.003676,-38.5100127
Wenzhou Central Hospital and Sixth People's Hospital of Wenzhou,"Wenzhou, Zhejiang, China",27.993828,120.699361
GlaxoSmithkline,"Palisades 1, 2425 N Central Expy #470, Richardson, TX 75080, USA",32.9845263,-96.71348730000001
University Hospitals Leuven,"3001 Leuven, Belgium",50.8785281,4.6745364
University of North Carolina at Chapel Hill and North Carolina State University,"Chapel Hill, NC, USA",35.9049122,-79.0469134
NCR Biotech Science Cluster,"3rd Milestone, Gurgaon-Faridabad Rd, Pali, Haryana 121001, India",28.4048587,77.2538423
Ryerson University,"350 Victoria St, Toronto, ON M5B 2K3, Canada",43.6576585,-79.3788017
Universidade Federal Santa Maria -UFSM,"Av. Roraima nº 1000 Cidade Universitária Bairro - Camobi, Santa Maria - RS, 97105-900, Brazil",-29.7215493,-53.71837069999999
Augusta University,"1120 15th St, Augusta, GA 30912, USA",33.4709094,-81.9898848
Hadassah University Medical Center,"Jerusalem, Israel",31.7649503,35.1494106
Virginia Tech Aquaculture Center,"Blacksburg, VA 24061, USA",37.22838429999999,-80.42341669999999
Guangdong Medical College,"2 Wenming E Rd, Xiashan Qu, Zhanjiang Shi, Guangdong Sheng, China",21.205333,110.410353
University of 8 London,"8 Lewisham Way, New Cross, London SE14 6NW, UK",51.47427099999999,-0.035408
National Institute of Health and Welfare,"10 Center Dr, Bethesda, MD 20814, USA",39.0027771,-77.10445969999999
D (U.S.A.),United States,37.09024,-95.712891
VTT Technical Research Centre of Finland,"Vuorimiehentie 3, 02150 Espoo, Finland",60.18241920000001,24.8262629
Moldova State University,"Strada Alexei Mateevici 60, Chișinău, Moldova",47.0189392,28.8244912
University College of Medical Sciences,"Gate No:2, Tahirpur Rd, GTB Enclave, Dilshad Garden, New Delhi, Delhi 110095, India",28.6833511,77.30991190000002
Southern Illinois University Carbondale,"1263 Lincoln Dr, Carbondale, IL 62901, USA",37.7100209,-89.2225941
Çukurova University School of Medicine,"Balcalı, Çukurova Üniversitesi Rektörlüğü, 01330 Sarıçam/Adana, Turkey",37.059684,35.355414
National Taiwan University and Hospital,"No. 7號, Zhongshan South Road, Zhongzheng District, Taipei City, Taiwan 100",25.0407391,121.5189863
Santa Casa de Misericórdia Hospital,"Rua Professor Annes Dias, 295 - Centro Histórico, Porto Alegre - RS, 90020-090, Brazil",-30.0309242,-51.2214794
Qassim University,المليداء، Buraydah Saudi Arabia,26.3488806,43.7668031
Institut Pasteur du Maroc,"Rue Qortobi, Tanger 90030, Morocco",35.7890781,-5.819797599999999
Université de Nice Sophia-Antipolis,"28 Avenue Valrose, 06100 Nice, France",43.7170016,7.2670491
University of Leicester,"University Rd, Leicester LE1 7RH, UK",52.6211393,-1.1246325
RAND Corporation,"1776 Main St, Santa Monica, CA 90401, USA",34.0096038,-118.4907507
Pontifícia Universidade Cató lica do Rio Grande do Sul School of Medicine,"R. Sarmento Leite, n° 500 - Farroupilha, Porto Alegre - RS, 90050-170, Brazil",-30.0339025,-51.22122210000001
Unioersity of Pennsylvania School of Medicine,"3400 Civic Center Blvd, Philadelphia, PA 19104, USA",39.9476279,-75.19259799999999
Luoyang Central Hospital,"288 Zhongzhou Middle Rd, Xigong Qu, Luoyang Shi, Henan Sheng, China",34.66817,112.430413
Korea Institute of Oriental Medicine,"461-24 Jeonmin-dong, Yuseong-gu, Daejeon, South Korea",36.399184,127.394656
Instituto Vasco de Investigació n y Desarrollo Agrario,"Berreaga Kalea, 1, 48160 Derio, Bizkaia, Spain",43.291225,-2.875765
Associacion Benefica PRISMA,"Calle Carlos Gonzalez 251, San Miguel 15088, Peru",-12.0754873,-77.09140029999999
Universidad Nacional de La Plata,"Calle 51 entre 124, C1925 La Plata, Buenos Aires, Argentina",-34.9003257,-57.9317889
DGIST,"South Korea, Daegu, Dalseong-gun, Hyeonpung-myeon, 테크노중앙대로 333",35.7047049,128.4548804
Università di Pisa,"Lungarno Antonio Pacinotti, 43, 56126 Pisa PI, Italy",43.7167235,10.3988593
North Maharashtra University,"Umavi Nagar, Jalgaon, Maharashtra 425001, India",21.003251,75.49406979999999
The Procter & Gamble Company,"299 E 6th St, Cincinnati, OH 45202, USA",39.1029168,-84.5086453
London Research Institute,"750 Base Line Rd E, London, ON N6C 2R5, Canada",42.9622704,-81.2269982
Dartmouth-Hitchcock Medical Center,"1 Medical Center Dr, Lebanon, NH 03766, USA",43.6754932,-72.2729588
Institut de Cancérologie de la Loire Lucien Neuwirth,"108 bis Avenue Albert Raimond, 42270 Saint-Priest-en-Jarez, France",45.4801705,4.3619023
University Hospital Tübingen,"Hoppe-Seyler-Straße 3, 72076 Tübingen, Germany",48.5297568,9.0381857
ICMR-National Institute of Epidemiology,"R 127, 3rd Avenue, Second Main Road, Tamil Nadu Housing Board, Ayapakkam, Near Ambattur, TNHB Colony, Annanur, Ambattur, Chennai, Tamil Nadu 600077, India",13.1006031,80.1397812
Moorfields Eye Hospital,"162 City Rd, London EC1V 2PD, UK",51.5276377,-0.0897774
Sunnybrook Health Sciences Centre,"2075 Bayview Ave, Toronto, ON M4N 3M5, Canada",43.72242019999999,-79.37401919999999
Taipei City Government and National Yang-Ming University School of Medicine,"No. 155號, Section 2, Linong St, Beitou District, Taipei City, Taiwan 112",25.123002,121.513702
Jilin university,"2699 Qianjin St, Chaoyang Qu, Changchun Shi, Jilin Sheng, China",43.82572,125.2850161
Anglia Ruskin University,"Cambridge Campus, East Rd, Cambridge CB1 1PT, UK",52.2032672,0.1345112
Central Avian Research Institute (CARI),"Izatnagar, Bareilly, Uttar Pradesh 243122, India",28.404746,79.43311539999999
Princeton University,"Princeton, NJ 08544, USA",40.3430942,-74.65507389999999
University of Oxford,"Oxford OX1 2JD, UK",51.7548164,-1.2543668
Helmholtz Centre for Infection Research,"Inhoffenstraße 7, 38124 Braunschweig, Germany",52.2109803,10.5314925
One Children's Place,"1 Childrens Pl, St. Louis, MO 63110, USA",38.6374922,-90.2652998
Algoma University,"1520 Queen St E, Sault Ste. Marie, ON P6A 2G4, Canada",46.5015289,-84.2878694
"Currently of Medivector, Inc","One Post Office Square 7th Floor, Boston, MA 02109, USA",42.35659589999999,-71.05521840000002
Korea University,"145 Anam-ro, Anam-dong, Seongbuk-gu, Seoul, South Korea",37.590799,127.0277773
Hubei Province,"Hubei, China",30.7378118,112.2384017
Universitat Autònoma de Barcelona (UAB),"Universitat Autònoma, 08193, Barcelona, Spain",41.5028381,2.1027052
Medical College of Georgia,"1120 15th St, Augusta, GA 30912, USA",33.4706237,-81.9899149
Dinabandhu Andrews College,"54, Raja S C Mallick Road Baishnabghata, 24 Parganas (South), Milan Park, Ward No. 110, Garia, Kolkata, West Bengal 700084, India",22.4685499,88.3780615
